,PCA Score,Pn,Title,Abstract,Date,Applicant,Inventor,IPC
89,-0.004411641388185975,WO2011090647A2,ELECTROMAGNETIC FORMED SHAPED CHARGE LINERS,"A perforating apparatus according to one or more aspects of the present disclosure comprises a carrier adapted to be deployed in a wellbore; a shaped explosive charge mounted on the carrier, the shaped charge comprising an explosive disposed inside of a case; and a conically shaped liner having an apex and a base disposed with the explosive in the case, the liner comprising an electromagnetically formed portion. The electromagnetically formed portion may comprise a thickness at the apex that is different from a thickness at the base.",20110728,SCHLUMBERGER CA LTD [CA],BOYER LEMOYNE [US],F42B   1/   028            A I;E21B  43/   116            A I
173,-0.004521253666495874,WO2017120237A1,SYSTEMS AND METHODS FOR A LIGHT-UP OBJECT WITH ENHANCED FEATURES FOR ANIMALS,"A light-up object includes a rubberized outer body; a plug in a cavity of the outer body; and a lighting device located in the plug. The light-up object further includes a first inner capsule piece, the first inner capsule piece located in the plug, and a second inner capsule piece located in the cavity of the outer body, the second inner capsule piece shaped to engage with the first inner capsule piece. The first and second inner capsules are threaded to fit together. The outer body includes grooves, running around multiple circumferences of the outer body. The outer body has a size of approximately a baseball; the outer body is shaped approximately like a sphere; and the grooves are at least 5 mm deep in the outer body.",20170713,NITE IZE INC [US],ORMSBEE BOWDEN [US],A63B  43/    06            A I;A01K  15/    00            A I;A01K  15/    02            A I;A63B  39/    00            A I;A63B  41/    08            A I;A63B  43/    00            A I
46,-0.004550028294736951,WO2013169135A1,"METHOD FOR INDEFINITE ACCUMULATION AND PRODUCTION OF INDUSTRIAL ELECTRICAL ENERGY BOTH FROM ALTERNATIVE SOURCES, INCLUDING ENERGY FROM EXPLOSIVE SUBSTANCES AND CHEMICAL REACTIONS, AND FROM SURPLUS ENERGY OF POWER-SUPPLY SYSTEMS","The present invention relates to power engineering, in particular to a method for indefinite accumulation and production of industrial electrical energy both from alternative sources, including energy from explosive substances and chemical reactions, and from surplus energy of power-supply systems. The essence of the invention consists in that energy from alternative sources in the form of compressed air, or gas liberated during an explosion reaction, is accumulated in an underwater tank joining movable units of a system of two oppositely directed block and tackle units reeved with ropes made from polyamide fibres, with the free ends being joined. The block and tackle units are vertically extended in an aqueous medium between supports of immovable rings of an above-water tank and a weight (ballast), and are joined to the movable units via the accumulating tank. Energy from the alternative sources in the form of compressed air or gas accumulates in a fixed braking system at a low point, connecting the movable units, of the bell-shaped accumulating tank, and a buoyancy force is produced in the latter. When the braking system is released, the tank, which can move vertically in the system, begins to move under the action of the buoyancy force or potential energy of its own weight, which results in the ropes running from one block and tackle unit over to the other, at a force equal to the acting force, which is divided by the reeving rate and multiplied by carrying out displacement of the tank at the reeving rate, from which electrical energy is produced.",20131114,GALIMOV MARAT MINNIKHANOVICH [RU],GALIMOV MARAT MINNIKHANOVICH [RU],F03G   7/    00            A I;F03B  13/    10            A I;F03B  17/    00            A I
78,-0.004741865930575431,WO2013188281A1,UTILIZATION OF SPHEROIDIZED TUNGSTEN IN SHAPED CHARGE SYSTEMS,"A shaped charge includes a casing, a liner disposed within an opening of the casing and an explosive disposed between the casing and the liner. The liner is made of a metal powder blend that includes a spheroidized metal powder. The spheroidized metal powder includes a spheroidized tungsten powder. The metal powder blend may further include a binder and a lubricant. The binder includes copper or lead. The lubricant includes graphite.",20131219,SCHLUMBERGER CA LTD [CA],ANDRZEJAK TIMOTHY A [US],F42D   1/    24            A I;E21B  43/   116            A I
75,-0.0057137139751944465,WO2014126488A2,"METHOD FOR THE MANUFACTURING OF ELEMENTS OF NON-FERROUS METAL ALLOYS, ADVANTAGEOUSLY ALUMINIUM ALLOYS","The subject of the invention is a method for the manufacturing of elements of non-ferrous metal alloys, advantageously aluminium alloys, used for the manufacturing of shaped elements, in particular rods, in thermal treatment of metal s. It is characterized in that the charge will be subjected to plastic working of at least 60% deformation, advantageously by pressing with the degree of processing exceeding the value of 2, at a temperature below the range of occurrence of a solid solution, after which the obtained element undergoes the supersaturation process by heating it up to the temperature of occurrence of a solid solution and keeping it at this temperature for a period of 2-25 minutes, advantageously 5 minutes, and then rapidly cooled, advantageously using water, to the ambient temperature, after which it is subjected to the ageing process.",20140821,INST OBRÓBKI PLASTYCZNEJ [PL],KORBEL ANDRZEJ [PL],B21C  23/    00            A I
132,-0.005777744671789883,WO9412339A1,METHOD FOR PRODUCING A DEFORMED PIPE LINER,"Method for producing a deformed pipe liner, starting from a tubular starting section (1) made of thermoplastic material which has an annular crosssection. According to the method, the tubular section moving out of an extruder is moved along between shaping (3) and supporting means (16) for the production of an essentially C-shaped deformation. The inside of the wall of the starting section is kept at a higher temperature than the outside of the wall, at least during the deformation of the starting section. The temperature of the inside of the wall is preferably kept lower here than the crystalline melting temperature of the plastic material.",19940609,WAVIN BV [NL],VAN HOUTEN JAN ANNE [NL],B29B  13/    02            A I;B29C  35/    02            A I;B29C  61/    06            A I;B29C  67/    00            A I;B29C  35/    16            A N
15,-0.006158064201132427,WO2017016817A1,EXPLOSION-PROOF ARRANGEMENT AND METHOD FOR PRODUCING SAME,"The invention relates to an explosion-proof arrangement (20) which is designed to lead at least one line device (21) through a wall without an ignition flame. The arrangement (20) has at least one passage part (24) having at least one passage opening (48) which is bounded by a passage surface (49) in the circumferential direction. The at least one passage part (24) is designed to be arranged in the wall. Each passage opening (48) has an associated connecting body (23) through which at least one line channel (29) passes. A conductor (22) extends through the line channel (29). The connecting body (23) has a connecting section (30) which is connected to the conductor (22) in a force-fitting and/or interlocking manner by plastic deformation. A first boundary surface (32) is formed on the plastically deformed connecting section (30). The passage surface (49) constitutes a second boundary surface (33). An ignition flame-proof path (34) is formed between the two boundary surfaces (32, 33) by inserting the connecting section (30) into the passage opening (48).",20170202,R STAHL SCHALTGERÄTE GMBH [DE],KUTSCH MAXIM [DE],H02G   3/    08            A I;H02G   3/    22            A I;H02G  15/   013            A I;H01B  17/    30            A N;H02B   1/    30            A N;H02G   3/    06            A N
80,-0.006588918723223544,WO2013165539A1,COMPOSITE LINERS FOR PERFORATORS,"A shaped charge having a charge case and liner with an outer layer and an inner layer. The liner is a generally hollow frustoconically shaped member with an open end and a closed end, where the closed end of the liner inserts into an opening in the charge case. An explosive is provided between the liner and the charge case. The inner layer of the liner includes a higher density material than material used for forming the outer layer.",20131107,BAKER HUGHES INC [US],HARVEY WILLIAM B [US],E21B  43/   117            A I;E21B  43/   119            A I
137,-0.006825186830373986,WO2008132132A1,FORMATION CORE SAMPLE HOLDER ASSEMBLY AND TESTING METHOD,"A core sample holder assembly (1) for performing laboratory core flooding experiments with a core sample (2) taken from a hydrocarbon containing formation comprises : - a pressure chamber provided by a tubular hull (3) made of a carbon fiber composite material (3A) and an aluminum liner (3B), and a pair of disk-shaped flanges (4,5); - a flexible core sample holder sleeve (6) within the pressure chamber, which sleeve comprises a tubular steel sheet (6A) with a plastic inner lining(6B); - an opening (7) for injecting oil through one of the disk-shaped flanges (5) into an annular space (8) between the tubular hull (3) and the flexible sleeve (6); - pressure control means for maintaining the oil in the annular space (8) at a predetermined pressure; - an fluid injection port (9) for injecting a fluid through one of the disk-shaped flanges (4) into pores of a cylindrical core sample (2) within the flexible sleeve (6); - a fluid outlet port (10) arranged in the other disk- shaped flange (5) for discharge of pore and/or injected fluid from the pores of the core sample (2); and - means (12, 13) for monitoring the migration of injected and/or pore fluid through the pores of the core sample by transmitting electromagnetic (EM) radiation, such as X- Rays or CT scanning radiation, through the core sample (2) via the surrounding hull(3), oil and flexible sleeve(6).",20081106,SHELL INT RESEARCH [NL],COENEN JOSEPH GUILLAUME CHRISTOFFEL [NL],G01N  15/    08            A I;G01N  33/    24            A I
91,-0.007308949950874189,WO2011148165A1,DEVICE FOR MITIGATING THE EFFECTS OF EXPLOSIVE EVENTS,"An explosive mitigation apparatus (2) for use in mitigating the effect of an explosive event, the apparatus comprises blast detection means (21) which is capable of detecting an approaching shock wave or electromagnetic wave, caused by the explosion of an explosive device or other ordnance and which produces an output signal indicative of an explosive event, a countermeasure device (22) comprising a shaped explosive charge (33) and a load (31) in which the explosive charge, when detonated, causes the load to be ejected from the device as a high velocity jet at least partially in a direction towards the approaching fireball, blastwave(s) and/or fragments, and an initiator (34) which causes the detonation of the countermeasure in response to the output signal from the blast detection means, the apparatus can be used to protect a vehicle or other object, or as a protective barrier around an explosive device that is being disarmed.",20111201,MMIC EOD LTD [GB],SALES NICK [GB],F41H   5/   007            A I;F41H  11/    02            A I;F42D   5/   045            A I
57,-0.008662501699950765,WO2017029240A1,MULTIPLE-POINT INITIATION FOR NON-AXISYMMETRIC SHAPED CHARGE,"A non-axisymmetric shaped charge including a casing, such as a non-axisymmetric shaped casing, and a liner housed therein, is generally described in which the casing includes multiple initiation points extending in a planar arrangement along an external surface of the casing. The non-axisymmetric shaped charge may include a plurality of guiding members positioned on the external surface. The non-axisymmetric shaped charge is capable of creating sufficient ballistic energy to uniformly collapse the liner.",20170223,DYNAENERGETICS GMBH & CO KG [DE],MCNELIS LIAM [DE],F42B   1/   028            A I;F42B   3/    08            A I;E21B  43/   117            A N
155,-0.008895572049124091,WO2017119349A1,STABILIZER SUPPORTING MEMBER AND VEHICLE,"A stabilizer supporting member (500) capable of stably supporting a stabilizer by use of a vehicle frame having a square U-shaped cross section has a bracket part (first member (510), second member (520), and member fixing part (540)) which binds a web (112) and an underside flange (113) of a side member (110) from underneath, and which pinches the web (112) in the thickness direction thereof. The stabilizer supporting member (500) further has: a web fixing part (530) which fixes the bracket part so as to be secured to the web (112) at a portion where the bracket part pinches the web (112); and a stabilizer connecting part (550) which connects a stabilizer (400) to the bracket part.",20170713,ISUZU MOTORS LTD [JP],OKADA KENGO [JP],B62D  21/    02            A I;B60G  21/   055            A I
192,-0.009005948670025314,WO2017119208A1,"POSITIVE ELECTRODE ACTIVE MATERIAL FOR SECONDARY BATTERY AND PRODUCTION METHOD THEREFOR, AND SECONDARY BATTERY","Provided are: a positive electrode active material secondary battery and a production method therefor that can charge and discharge various secondary batteries and can improve characteristics of said batteries; and a secondary battery having the positive electrode active material as a constituent element. This positive electrode active material for secondary battery according to the present invention in which carrier ions are other than lithium ions includes a compound represented by general formula (1). (1): MaOXOb. (Here, in formula (1), M is at least one selected from the group consisting of Ti, V, Nb, and Mo, X is at least one selected from the group consisting of P and S, and 0.5≤a≤1.2, 3.5≤b≤4.5.)",20170713,NAT INST ADVANCED IND SCIENCE & TECH [JP],MASESE TITUS NYAMWARO [JP],H01M   4/    58            A I;C01B  25/    37            A I;H01M  10/   054            A I
35,-0.00969078873488588,WO2014131231A1,APPARATUS FOR CONTROLLING GAS EXPLOSIONS AND METHOD OF USE THEREOF,"Disclosed are an apparatus for controlling gas explosions and a method of use thereof, belonging to the category of an apparatus and a method for controlling gas explosions in a coal mine. The apparatus comprises a sensor assembly, a controller, a compressed air control switch, a jet-type injector, a fire-extinguishing agent container, and a U-shaped water cistern, wherein the sensor assembly is connected to an input end of the controller via a data line, an output end of the controller is connected to the compressed air control switch, the compressed air control switch is mounted at a compressed air inlet of the jet-type injector, the jet-type injector is connected to the fire extinguishing agent container via a pipeline, and a water inlet of the fire extinguishing agent container is connected to the U-shaped water cistern. The controller is used for receiving flame, temperature and pressure sensor signals, and sending an action command to the compressed air control switch; and one end of the fire extinguishing agent container is connected to a receiving section, and the other end is connected to the U-shaped water cistern. Foam fire extinguishant is pumped into a receiving section of the jet-type injector, and compressed air is mixed with the foam fire extinguishant in a mixing section to form foam. Fire extinguishant sprayed from a nozzle bears down on the flames of the explosion, extinguishing the flames of the explosion.",20140904,UNIV CHINA MINING [CN],LIN BAIQUAN [CN],E21F   5/    08            A I
37,-0.009783316271792263,WO2014117711A1,BREAKER FOR ACTIVELY CUTTING OFF CIRCUIT,"A breaker for actively cutting off a circuit, in particular a breaker used in a lithium battery power supply, the breaker comprising a housing (400), a temperature sensing mechanism (100), a heat generation mechanism (200) and a bridge contact mechanism (300); the temperature sensing mechanism (100) comprises a temperature sensing body (102);the heat generation mechanism (200) comprises a heat generation component; and the bridge contact mechanism (300) comprises a bridge movable reed (305), at least one bridge static reed (307, 313), an insulation bracket (303) and a first resilient piece (314). The temperature sensing body (102), as a support component of one end of the insulation bracket (303), is controlled by the heat generation component; the bridge movable reed (305) is installed on the insulation bracket (303), one surface thereof directed towards the other end of the insulation bracket (303) forms a contact with the bridge static reeds (307, 313). The bridge movable reed (305), the bridge static reeds (307, 313) and the lithium battery or lithium battery assembly form a lithium battery primary loop in series; the first resilient piece (314) is pressed upward between the other end of the insulation bracket (303) and the inner wall of the housing (400). The breaker coordinated with the battery management system cuts the lithium battery primary loop when over-voltage, over-charge or over-discharge occur with the lithium battery, and eliminates potential hazards such as fire or explosion of the lithium battery under abnormal conditions.",20140807,XIAMEN SET ELECTRONICS CO LTD [CN],ZHU WEIPU [CN],H01H  37/    00            A I
63,-0.009985263800298612,WO2015160360A1,SHAPED CHARGE HAVING A RADIAL MOMENTUM BALANCED LINER,A disclosed example embodiment includes a shaped charge for use in a well perforating system. The shaped charge includes a housing having a discharge end and an initiation end. A liner is positioned with the housing. A main explosive is positioned within the housing between the liner and the initiation end of the housing. The liner has a radially outwardly disposed concave section having a progressively decreasing wall thickness in the direction from the initiation end to the discharge end of the housing and a radially inwardly disposed convex section having a progressively increasing wall thickness in the direction from the initiation end to the discharge end of the housing such that the liner is radial momentum balanced and operable to form a coherent jet having a hollow leading edge following detonation of the shaped charge.,20151022,HALLIBURTON ENERGY SERVICES INC [US],XUE ZHENYU [US],E21B  43/    11            A I;E21B  43/   117            A I
170,-0.010198097282100577,WO2017120271A1,"APPARATUSES, METHODS AND SYSTEMS FOR APPLICATION OF FORCES WITHIN A 3D VIRTUAL ENVIRONMENT","Aspects of the disclosed apparatuses, methods and systems provide manipulation of a virtual world three dimensional (3D) space based on input translated from the real world. Elements in the virtual world may have an associated charge and field. An element in the virtual world becomes interactive with an element translated from the real world when the translated real world element interacts with a field associated with the virtual element according to the charges. Forces may be applied to the virtual element using a real world physics model to determine a response by the virtual element to the applied force.",20170713,META COMPANY [US],LO RAYMOND CHUN HING [CA],G06F   3/   041            A I;A63F  13/   525            A I;A63F  13/   577            A I;A63F  13/   825            A I;G06F   3/  0346            A I;G06T  13/    20            A I
189,-0.010283988682932307,WO2017118358A1,"NON-METAL PNEUMATIC CYLINDER FOR USE IN ELECTROMAGNETIC COMPATIBILITY TEST, ANTENNA DEVICE HAVING ADAPTABLE ANGLE OF ROTATION, AND SYSTEM","A non-metal pneumatic cylinder for use in an electromagnetic compatibility test (01), an antenna device (001) having an adaptable angle of rotation, and a system (003). The antenna device (001) having the adaptable angle of rotation comprises a non-metal pneumatic cylinder (01), a first connection member (02), and an antenna (03). A rotational cover (31) is fit on the antenna and then installed in a first installation hole (23) of the connection member. At least one end of the antenna extends outward from the first installation hole. A second installation hole (24) is provided at the first connection member. A first piston rod (14) of the non-metal pneumatic cylinder sequentially passes through an end cap (12) of the non-metal pneumatic cylinder and the second installation hole of the first connection member, and is then accommodated in a chamber (22) of the first connection member. The first piston rod of the non-metal pneumatic cylinder is connected to the rotational cover to drive the antenna to rotate 0-90°. The technical solution is simple in operation principle, easy to operate, high in reliability, and can realize position limit of an antenna in a multi-dimensional space by controlling a rotation angle of the antenna and adjusting a tilt angle of the antenna.",20170713,GUANGZHOU CHANGEN ELECTRONIC TECH CO LTD [CN],LI NAN [CN],H01Q   1/    12            A I;F15B  15/    14            A I;F15B  15/    20            A I;H01Q   1/    22            A I
188,-0.011838385143783573,WO2017119387A1,WATERPROOF STRUCTURE OF CONNECTOR,"In a waterproof structure of a connector (11), each of a pair of housings (17, 19) has a ring-shaped member (51, 81) projecting in the mating direction. An outer circumferential surface (81a) of one of the ring-shaped members (81) inclines so as to broaden radially outward from the tip toward the interior, and, during mating, presses on the inner circumferential surface of the other ring-shaped member (51). The curvature of the outer circumferential surface of a plurality of corners (109a to 109d) of the ring-shaped member (81a) is greater than the curvature of the outer circumference surface of other sites, and the angle of inclination of the outer circumferential surface of the former, with respect to the mating direction, is greater than the angle of inclination of the outer circumferential surface of the latter, with respect to the mating direction.",20170713,YAZAKI CORP [JP],OISHI KOZO [JP],H01R  13/    52            A I
142,-0.012120654226352322,WO9718418A1,WATER HEATER TANK END SEALS AND FITTINGS,A method of sealing a plastic lined tank to a plastic lined tank end whereby liner (8) is placed over shaped ring (4) on tank end (2) and held in place by seal (20) in recess (12) and then the assembled tank end is pushed into the tank wall so that the seal (20) makes contact with the tank liner. Also a method of forming a sealed fitting in a punched hole (62) in wall (28) of plastic lined tank whereby seal (70) on the fitting is sealed to the liner (34) by tightening of fastening means (80).,19970522,SOUTHCORP AUSTRALIA PTY LTD [AU],WHITFORD GEOFFREY MERVYN [AU],F24H   9/    12            A I;F24H   1/    18            A N
146,-0.01226125551518739,WO2017120188A1,SLOTTED ANTI-EXTRUSION RING ASSEMBLY,A sealing element is flanked by wedge-shaped extrusion ring assemblies. The extrusion rings are continuous for 360 degrees and are slotted from the outside dimension and alternatively from the inside dimension to allow the diameter to increase to the surround tubular or open hole. The extrusion rings climb a ramp on an adjacent pedestal ring on the way out to the borehole wall. Depending on the dimension of the gap to be spanned the extrusion ring slides a variable distance up the pedestal ring ramp. An optional anchor ring is initially forced up an opposite ramp of the pedestal ring. If the sealing gap is short the anchor ring can be eliminated. For larger gaps the anchor ring moves out far enough toward the borehole wall to contact the extrusion ring located on an opposing ramp of the pedestal ring so that reaction forces are directed to keep the anchor ring wedged in position for support of the extrusion ring assembly.,20170713,BAKER HUGHES INC [US],DENG GUIJUN [US],E21B  33/    12            A I;E21B  17/    00            A I;E21B  33/   128            A I
39,-0.012973809430707195,WO2014072973A1,A WARHEAD,"A warhead configured for being mounted in a missile for hitting a target, the warhead comprising: a shell having a rotational symmetry about a longitudinal axis; a shell effective sector extending along said axis, with first and second pluralities of weakenings in said shell, each extending along and having respective first and second orientations relative to said longitudinal axis, such that upon exertion of an explosion force on the weakenings from a corresponding first or second direction, respective first or second explosion fragments are generated; and a first surface and a second surface, each extending along the longitudinal axis, and defining, together with said shell effective section, a cavity for accommodating an explosive charge; each of said surfaces being oriented so that upon initiation of detonation of the explosive charge adjacent to said first or said surface, shock waves propagating therefrom are directed towards the respective first or second plurality of weaknings in said respective first or second direction, so as to exert said explosion force thereon, thereby generating said first or second explosion fragments, respectively.",20140515,ISRAEL AEROSPACE IND LTD [IL],ZUSSMAN BOAZ [IL],F42B  12/    22            A I;F42B  10/    60            A I;F42B  12/    24            A I
24,-0.013805855848722544,WO2016062589A1,POWER SEMICONDUCTOR MODULE WITH SHORT-CIRCUIT FAILURE MODE,"A description is given of a power semiconductor module (10) which can be transferred from a normal operating mode to an explosion-free robust short-circuit failure mode. Said power semiconductor module (10) comprises a power semiconductor (1) having metallizations (3) which form potential areas and are separated by insulations and passivations on the top side (2) of said power semiconductor. Furthermore, an electrically conductive connecting layer is provided, on which at least one metal shaped body (4) which has a low lateral electrical resistance and is significantly thicker than the connecting layer is arranged, said at least one metal shaped body being applied by sintering of the connecting layer such that said metal shaped body is cohesively connected to the respective potential area. The metal shaped body (4) is embodied and designed with means for laterally homogenizing a current flowing through it in such a way that a lateral current flow component (5) is maintained until this module switches off in order to avoid an explosion, wherein the metal shaped body (4) has connections (6) having high-current capability. A transition from the operating mode to the robust failure mode then takes place in an explosion-free manner by virtue of the fact that the connections (6) are contact-connected and dimensioned in such a way that in the case of overload currents of greater than a multiple of the rated current of the power semiconductor (1), the operating mode changes to the short-circuit failure mode with connections (6) remaining on the metal shaped body (4) in an explosion-free manner without the formation of arcs.",20160428,DANFOSS SILICON POWER GMBH [DE],LUTZ JOSEF [DE],H01L  23/    62            A I;H01L  23/    00            A I
85,-0.014335169896299073,WO2012091981A2,BORON SHAPED CHARGE,"A shaped charge includes a casing; a liner located within an opening of the casing; and an explosive located in the region between the casing and the liner, wherein at least one of the liner and the explosive comprises an intermetallic mixture comprising boron and a reactant metal. The reactant metal is one selected from the group consisting of Ti, Mg, Zr, Mo, and a combination thereof. A method for perforating in a well includes positioning a perforating gun in the well, wherein the perforating gun includes a shaped charge that includes: a casing; a liner located within an opening of the casing; and an explosive located in the region between the casing and the liner, wherein at least one of the liner and the explosive includes an intermetallic mixture that contains boron and a reactant metal; and detonating the shaped charge in the well.",20120705,SCHLUMBERGER TECHNOLOGY CORP [US],ANDRZEJAK TIMOTHY A [US],E21B  43/   117            A I;E21B  17/    01            A I;F42B   1/   032            A I
66,-0.014767906838164438,WO2015126608A1,DISTRIBUTION OF A FIRE SUPPRESSING AGENT IN A STOVETOP FIRE SUPPRESSOR AND METHOD,"An automatic stovetop fire suppressor providing a gradual release of a fire suppressing agent in a desired distribution pattern and method of gradual and spatial agent release are provided herein. A plastic cone shaped lid seals on the bottom of a can and forms a closed container. The closed container is filled with a fire suppressing agent. An initiator charge breaks a designed breaking point of a reduced horizontal cross sectional area when fuse activated. The bottom lid drops down exposing a radial opening. Fire suppressing agent flows out of the radial opening, suppressing a stovetop fire with minimal or no splashing of cooking oil. An initiator housing is affixed to a top wall of the can and serves as the welding point for securing the plastic lid. A travel limiting member attached to the bottom lid catches on a shoulder of the initiator housing to limit the radial opening height.",20150827,MURRAY DONALD W [US],MURRAY DONALD W [US],A62C  35/    08            A I
152,-0.01681871883314316,WO2017119403A1,INFORMATION PROCESSING DEVICE,"[Problem] A system capable of analyzing body movements more accurately is implemented in a more simplified configuration. [Solution] An information processing device comprises: a first member that has a substantially plate-shaped case and is provided with a prescribed detector; a second member that has a substantially plate-shaped case and holds a battery therein; and a coupling part that is formed of an elastic body and couples between a part of the outer peripheral end surface of said first member and a part of the outer peripheral end surface of said second member so that the surface direction of one surface of said first member and the surface direction of one surface of said second member substantially coincide, and said one surface of said first member and said one surface of said second member are set with respect to a prescribed part so that these surfaces are positioned on the side of the prescribed part.",20170713,SONY CORP [JP],ISHIKURA MASAYUKI [JP],G01D  21/    00            A I;G01D  11/    24            A I;G12B   9/    02            A I;A61B   5/    11            A N;A63B  60/    46            A N;A63B  71/    00            A N;H05K   5/    02            A N
79,-0.01719574542515545,WO2014091004A1,SHAPED CHARGE AND METHOD OF MODIFYING A SHAPED CHARGE,"A shaped charge liner (260) comprising an apex end (230) and a base end (240) and defining a main liner axis (220) that passes through the apex and base ends (230, 240), the liner (260) being rotationally symmetric about the main liner axis (220) wherein the liner has discrete rotational symmetry about the main liner axis (220).",20140619,QINETIQ LTD [GB],HINTON MICHAEL JOHN [GB],F42B   1/   028            A I;E21B  43/   117            A I
178,-0.018225048551202806,WO2017119383A1,BIOINFORMATION MEASUREMENT DEVICE,"This bioinformation measuring device comprises: a band-shaped belt (20) that is to surround a measurement region; a main body (10) that is arranged at a long-direction base part (a) of the belt (20) and that is equipped with an element that measures bioinformation; and a buckle (30) for connecting the base part (a) and a tip part (b) of the belt such that the belt become a loop. The buckle (30) comprises a first plate frame member (30a) and a second plate frame member (30b). The first plate frame member (30a) and the second plate frame member (30b) have, respectively, a first opening (OP1) and a second opening (OP2) that pass through plate surfaces of the members. When the bioinformation measurement device is folded up such that an inner surface of the main body (10) and the first plate frame member (30a) and the second plate frame member (30b) of the buckle (30) overlap, the first opening (OP1) of the first plate frame member (30a) and the second opening (OP2) of the second plate frame member (30b) are aligned in the thickness direction of the main body (10).",20170713,OMRON HEALTHCARE CO LTD [JP],TOKKO YOSHIHIDE [JP],A61B   5/   022            A I;A61B   5/    02            A I
147,-0.019540614880690938,WO2017120148A1,"DESIGN, SYNTHESIS AND USE OF SYNTHETIC NUCLEOTIDES COMPRISING CHARGE MASS TAGS",Embodiments of the present disclosure relate generally to reporter compositions which are synthetic nucleotides that comprise nucleotides with a high charge mass moiety attached thereto via a linker molecule. The linker molecules can vary in length in part to enable the high charge mass moiety to extend out from a DNA polymerase complex so that polymerization may not be influenced.,20170713,QUANTUMDX GROUP LTD [GB],O'HALLORAN JONATHAN [GB],G01N  33/    58            A I
36,-0.02070210342798715,WO2014126408A1,CAP PLATE FOR SECONDARY BATTERY HAVING BENT STRUCTURE AND METHOD OF MANUFACTURING SAME,"The present invention provides a cap plate for a secondary battery having a bent structure and a method of manufacturing the same, in which when there is a danger of explosion due to occurrence of abnormal internal pressure in the secondary battery, the bent structure previously collapses to reduce the abnormal internal pressure, thereby preventing explosion of the secondary battery. The present invention applies, in forming a bent unit (20) forming the bent structure, a backward extrusion process of a press processing method, so that a material, which is moved when a bent recess (21) is formed on a body (12) of a cap plate (10), can be moved toward the upper surface (12a) of the body (12) to form a bent flange (24). Therefore, the present invention can form the bent structure integrally with the body (12), while effectively solving the problem of the prior art occurring because the material, which is moved when the bent structure is formed, is moved to the body (12).",20140821,YOUNG HIGHTECH CO LTD [KR],LIM YOUNG-JIN [KR],H01M   2/    12            A I;H01M   2/    34            A I
59,-0.021882484989463685,WO2016099823A1,A STOVETOP FIRE SUPPRESSOR WITH BACKUP ACTIVATION AND METHOD,"An automatic shuttle stovetop fire suppressor with backup activation is activated by a shuttle actuator or by backup release of a center guide. The self-contained and closed container provides a gradual release of a fire suppressing agent. A method of reliable and spatial agent release are provided herein. A plastic cone shaped lid seals on the bottom of a can and forms a closed container. The closed container is filled with a fire suppressing agent. An activated charge displaces the shuttle. As the shuttle displaces, vertical support for the bottom cone lid is removed and a compression spring breaks a circumferential seal between the bottom lid and container sidewall, lowering the bottom lid and exposing a radial opening. Should shuttle activation fail, a lower heat deflection point of the shuttle assembly, as compared with the container, lid and center guide, afford backup activation and reliable suppression of a fire condition.",20160623,MURRAY DONALD W [US],MURRAY DONALD W [US],A62C   3/    00            A I;A62C  37/    11            A I;A62C  99/    00            A I
98,-0.022807235457616915,WO2011086363A1,SHAPED CHARGE AND ELEMENT,"The present invention relates to a shaped charge (1), including a linear shaped charge (1) comprising an explosive element (2), a liner (4), a face (6) for application to a target object (8) and a space (14) between the liner (4) and the face (6), the liner (4) being arranged for projection through the space (14), towards the face (6), when the explosive element (2) is detonated, wherein the linear shaped charge (1) comprises at least one film between the liner (4) and the face (6). The invention further relates to an element for a shaped charge (1) and a method of modifying a shaped charge (1).",20110721,JET PHYSICS LTD [GB],LUMLEY ANDREW [GB],F42B   1/   036            A I
65,-0.026066177263954052,WO2016085569A1,METAL WORD LINES FOR THREE DIMENSIONAL MEMORY DEVICES,"A method of making a monolithic three dimensional NAND string including forming a stack of alternating layers of insulating first material and sacrificial second material different from the first material over a major surface of the substrate, forming a front side opening in the stack, forming at least one charge storage region in the front side opening and forming a tunnel dielectric layer over the at least one charge storage region in front side opening. The method also includes forming a semiconductor channel over the tunnel dielectric layer in the front side opening, forming a back side opening in the stack and selectively removing at least portions of the second material layers to form back side recesses between adjacent first material layers. The method also includes forming electrically conductive clam shaped nucleation liner regions in the back side recesses and selectively forming ruthenium control gate electrodes through the back side opening in the respective electrically conductive clam shaped nucleation liner regions.",20160602,SANDISK TECHNOLOGIES INC [US],SHARANGPANI RAHUL [US],H01L  27/   115            A I
