,PCA Score,Pn,Title,Abstract,Date,Applicant,Inventor,IPC
130,-0.006492962386691845,WO2016136339A1,STRUCTURE FOR SIDE PORTION OF VEHICLE BODY,"A structure for a side portion of a vehicle body is provided with: a side sill (3) having a recess (32b) which is recessed inward in the width direction of the vehicle and extending in the length direction of the vehicle along a lower side portion of the vehicle; a hollow door (2) having a door lower section (2a) which is provided overlapping the side sill (3) in a side view, the hollow door (2) being disposed outside the side sill (3) in the width direction of the vehicle; and a load transmission section (4) which has a protrusion (4f) protruding inward in the width direction of the vehicle, is provided within the hollow in the door lower section (2a), and transmits a load, which acts inward in the width direction of the vehicle, to the side sill (3).",20160901,MITSUBISHI MOTORS CORP [JP],ISHII SADAYUKI [JP],B62D  25/    20            A I;B62D  25/    02            A I
105,-0.006640173690979088,WO2010094091A1,GRINDING MEDIA,"The present invention relates to grinding media for fragmentation and grinding of ores, rock and earth mass and other materials mostly in drum mills, and it finds application in ore mining, construction and other industrial branches. The grinding media have the form of spheroidal tetrahedron, obtained from the crossing of four spheres with equal radii, the centers of each one lie on the top of the surface of the others and are tips of regular tetrahedron. The radii of the spheres are equal to the regular tetrahedron's edge. At least one of the tips (1) of the spheroidal tetrahedron is flatly beveled and the rest are rounded, so one and the same mass of material is taken away from each tip (1). It is possible the edges (2) of the grinding media to be rounded, beveled or ribbed. The ribbing can be even or arch-shaped.",20100826,ASSAREL MEDET AD [BG],BODUROV PETAR [BG],B02C  17/    20            A I
157,-0.006681573165147692,WO2016040605A1,INJECTOR APPARATUS,"The invention provides an injector device for delivering a pay load to a tissue, comprising a housing, a cannula defining a lumen and having a proximal end received in the housing and a distal end extending from the housing, a hollow needle comprising a distal end with a tip for piercing tissue, a shifter that shifts the needle from an extended position to a retracted position, and an actuator for advancing a pay load from an initial position to exit from the distal end of the cannula. In the extended position, the needle occupies at least part of the lumen of the cannula, and the distal end of the needle extends past the distal end of the cannula, and in the retracted position, the distal end of the needle is withdrawn from the lumen of the cannula sufficiently to permit a pay load to advance from an initial position through the distal end of the cannula.",20160317,PSIVIDA INC [US],NAZZARO MARTIN [US],A61F   9/   007            A I;A61B  17/    34            A I;A61M   5/   178            A I;A61M   5/    31            A I
71,-0.006883824098705167,WO2014034757A1,GAS GENERATOR,"A gas generator (1A) is provided with a bottom plate part (11) which constitutes a portion of a housing, a roughly-cylindrical cup-shaped member (50) for storing a transfer charge (56), a hollow cylindrical filter (90) stored in the interior of the housing, and an annular first pad member (70) located by a section of a combustion chamber (60) on the side of the bottom plate part (11). The cup-shaped member (50) has a first extension part (53) which is disposed so as to protrude towards the inside of the combustion chamber (60) and which extends from a section on the opening edge side thereof along the inner bottom surface of the bottom plate part (11) towards the outside in the radial direction. The first pad member (70) has a second extension part (71) extending from an abutting part (72), which comes into contact with the inner circumferential surface of the filter (90), along the inner bottom surface of the bottom plate part (11) towards the inside in the radial direction. The cup-shaped member (50) is secured to the bottom plate part (11) as a consequence of the first extension part (53) being sandwiched and held between the bottom plate part (11) and the second extension part (71).",20140306,NIPPON KAYAKU KK [JP],OHSUGI SATOSHI [JP],B60R  21/   264            A I;B01J   7/    00            A I
118,-0.006938473918975835,WO2017039560A1,DEVICE FOR OBTAINING MECHANICAL WORK FROM A NON-THERMAL ENERGY SOURCE (VARIANTS),"The invention relates to mechanical engineering. The present device for obtaining mechanical work from a non-thermal energy source comprises a cylindrical housing, a rotor, a vacuum chamber, movable elements, and systems for the regulated removal and supply of a working fluid. A power shaft is disposed inside the housing. The rotor is fastened to the shaft and is provided with blades. The chamber is formed by the outside surface of the bladed rotor and the inside surface of the housing. The movable elements are mounted in diametric opposition inside the housing of the device and divide the chamber into equal parts. The working fluid removal system comprises outlet ports. The working fluid supply system comprises inlet ports. The shaft and blades of the rotor are hollow. The inlet ports are provided in the surfaces of the rotor blades. In one variant, the outlet ports are provided in the housing of the device. In another variant, the outlet ports are provided in the surfaces of the rotor blades. A driving motor is connected to the driving end of the rotor shaft. A load in the form of an electric generator or other power load device is connected to the end of a power take-off shaft of the rotor. The technical result is an increase in the output, efficiency and environmental friendliness of the device, together with a simplified design.",20170309,DUBYNSKYI IGOR MYKOLAIOVYCH [UA],DUBYNSKYI IGOR MYKOLAIOVYCH [UA],F01C   1/   356            A I;F01B  21/    04            A I;F01B  29/    02            A I
148,-0.007181070243164654,WO2016060255A1,IMPACT ABSORPTION MEMBER,"An impact absorption member 10 is configured so that: energy absorption by the impact absorption member 10 is ensured; the impact absorption member 10 is lightweight; and the impact absorption member 10 absorbs an axially applied impact load by periodic buckling thereof. The impact absorption member 10 is provided with: a body 20 consisting of a metallic plate and having a polygonal shape in a cross-section taken perpendicularly to the axial direction; and an intermediate plate 30 consisting of a metallic plate and provided in the axial direction within a hollow space within the body. The polygonal shape of the body 20 has a pair of facing long sides (20a, 20b). The intermediate plate 30 is joined to each of the long sides (20a, 20b) of the polygonal shape of the body 20. The plate thickness t1 (mm) of the body 20 and the plate thickness t2 (mm) of the intermediate plate 30 satisfy the relationship of 1.3×t1≤t2.",20160421,NIPPON STEEL & SUMITOMO METAL CORP [JP],SAWA YASUNORI [JP],F16F   7/    12            A I;B60R  19/    34            A I;B62D  21/    15            A I;F16F   7/    00            A I
55,-0.007280859764014764,WO2017078719A1,"LOW FREQUENCY DUAL MODE ENERGY HARVESTING METHODS, SYSTEMS, AND PORTABLE DEVICES","Dual mode energy harvesting methods and portable devices that use a combination spring-type piezoelectric and electromagnetic transducer contained in a hollow casing or housing with first and second insulated, coil-shaped wire springs coated with a conductive surface electrode and piezoelectric material separated and connected at opposing ends by a movable proof mass comprising a high magnetic field strength rare earth magnet that to generate harvest energy from human motion, including walking jogging, running, and jumping, to charge external devices that include, for example, cellphones, smartphones, fitness bands, electronic readers, tablet computers, digital cameras, smart eyewear, and wearable cameras.",20170511,TEKCAPITAL LLC [US],GROSS CLIFFORD M [US],H01L  41/   113            A I;H02K  35/    02            A I;H02N   2/    18            A I
251,-0.007996960510751938,WO2017119231A1,THREE-DIMENSIONAL FORMING METHOD FOR RESIN PACKAGING MATERIAL AND RESIN PACKAGING MATERIAL,"The present invention relates to a three-dimensional forming method for a resin packaging material. By heating the resin packaging material to a temperature at or below the Vicat softening temperature of the packaging material and then compression molding at room temperature to a temperature at or below said Vicat softening temperature: molding load is reduced and equipment load is low even when forming a three-dimensional molded section with a large protrusion magnitude; productivity is excellent; residual stress of the three-dimensional molded section after forming is reduced; and even when contents are hot-filled, the molded height of the three-dimensional molded section is not reduced or reduction can be limited.",20170713,TOYO SEIKAN KAISHA LTD [JP],YASUUMI TAKAHIRO [JP],B31F   1/    07            A I;B31B  70/    74            A I;B31B  70/    88            A I;B65D  33/    00            A I;B65D  65/    40            A I
156,-0.00817380749014613,WO2016047822A1,COUNTER-ROTATING DRIVE MECHANISM,"Disclosed is a counter-rotating drive mechanism. The counter-rotating drive mechanism, according to an embodiment of the present invention, comprises: a drive shaft; a driven shaft that has the same central axis of rotation as the drive shaft and rotates in the opposite direction to the direction of rotation of the drive shaft, wherein the driven shaft has a hollow portion formed therein through which the drive shaft passes; a counter-rotating part that rotates the drive shaft and the driven shaft in opposite directions; a first drive-shaft rotating member that is coupled to the drive shaft protruding from the output side of the counter-rotating part to integrally rotate with the drive shaft; a first driven-shaft rotating member that is coupled to the driven shaft protruding from the output side of the counter-rotating part to integrally rotate with the driven shaft and to which a load is secured; and a first rotation guide member that is interposed between the first drive-shaft rotating member and the first driven-shaft rotating member and guides relative rotation between the first drive-shaft rotating member and the first driven-shaft rotating member.",20160331,JEONG CHANG LOG [KR],JEONG CHANG LOG [KR],F16H   1/    28            A I
240,-0.008196257576341843,WO2017120361A1,INTEGRATED PROBE STRUCTURE,"According to various embodiments, there is provided a probe structure. The probe structure includes a probe configured to emit acoustic energy. The probe structure further includes a load cell underneath and aligned with the probe. The probe structure further includes a probe hub including a cavity for receiving the probe and the load cell.",20170713,NEURAL ANALYTICS INC [US],FLORES ROMAN II [US],A61B   8/    06            A I
116,-0.008203132145102121,WO2017051625A1,"INTERFACE APPARATUS, INTERFACE UNIT, PROBE APPARATUS, AND CONNECTION METHOD","An interface apparatus 50 wherein, when a load is applied to a base member 55 and a connector part 51 is pressed onto an external connector 41, a spring 59 is compressed, and the interval between the base member 55 and a holder 57 is reduced. An inclined surface 65a1 of a coupling member 61 becomes separated from an inclined surface 57b of the holder 57, the holder 57 is released from being held by the coupling member 61, and the coupling member 61 can move freely inside a hollow section 57a. As a result, the holder 57 and the connector part 51 can move freely in the XY direction relative to the base member 55, and a terminal of a connector 51a can be finely adjusted in the XY direction and precisely aligned with the external connector 41.",20170330,TOKYO ELECTRON LTD [JP],ENDO TOMOYA [JP],H01L  21/    66            A I;H01R  13/   631            A I
163,-0.00853652120348194,WO2004089123A1,CONVERTIBLE COMPACT CIGARETTE MAKING MACHINE,A compact cigarette making machine (1) for inserting a quantity of tobacco into a preformed cigarette tube (50) is described. A tobacco receiving member (4) is slidably retained within a base (2) and movable longitudinally thereon to load tobacco into a cigarette tube (50) secured to a nipple (22) at its forward end. A cover (6) is pivotally secured to the rearward end of the tobacco receiving member (4) and slidable therewith with respect to the base (2). The cover (6) is pivotally movable from an open position to a closed position overlying the tobacco receiving member (4). The cover is substantially of the same width as the base and has a pair of opposed inner tongues (30) engagable under a respective elongated flange (32) which projects inside the open channel-shaped base (2) from opposed side walls (41) thereof when the tobacco receiving member (4) is retracted rearwardly over the base (2). An arresting member (63.70) is provided in the bottom wall (16) of the machine (1) to permit the loading of tobacco in tubes (50) of different length.,20041021,CTC CANADA INC [CA],GARBARINO GARY [CA],A24C   5/    42            A I
153,-0.008777622558035035,WO2016051966A1,PORTABLE SLOPE,"A portable slope comprising at least a plate material and a first reinforcing part, and configured in a manner such that the first reinforcing part extends in the lengthwise direction of the slope, a hollow section is formed between the plate material and the first reinforcing part, the shape of the cross-section perpendicular to the lengthwise direction of the first reinforcing part is rectangular, and the like. Provided is a portable slope to be used to bridge a difference in grade produced between buildings and train car structures, the portable slope being lightweight and exhibiting excellent load resistance and durability, making it possible for a wheelchair-user to safely travel on the slope by the positioning of derailment prevention barriers on both lateral surfaces of the slope, and further exhibiting excellent portability as a result of the slope itself being lightweight.",20160407,SUMITOMO RUBBER IND [JP],UENO MASAHIKO [JP],A61G   3/    02            A I;A61G   5/    00            A I;B61D  23/    02            A I;E04F  11/    00            A I
213,-0.008778426356073324,WO2004023062A1,DESENSITIZED SHAPED CHARGE EXPLOSIVE,"One embodiment of the present invention involves a shaped charge in combination with a detonating cord where the shaped charge comprises a shaped charge liner, a housing, and an amount of main body of explosive. The housing is formed with an opening and a hollow core to receive the liner. Disposed between the liner and the housing is the main body of explosive. The main body of explosive comprises first and second explosive materials sensitized by encapsulation within a bonding agent. The sensitizing of the bonding agent is such that combustion of the main body of explosive is initiated solely by the shock wave produced during combustion of the detonating cord.",20040318,BAKER HUGHES INC [US],REZAIE HOOSHANG A,C06B  21/    00            A I;C06B  45/    02            A I;F42B   1/    02            A I
154,-0.009234242675341613,WO2016050069A1,WAGON AND END WALL THEREOF,"Disclosed is a wagon and an end wall thereof. The end wall comprises several sub-wall plates (1) connected from left to right in sequence, wherein the sub-wall plates (1) comprise an inner side plate (11) and an outer side plate (12) both extending along the vertical direction, the inner side plate (11) and the outer side plate (12) are connected to each other, and a hollow cavity (13) is between the two, and the hollow cavity (13) is provided with a reinforcing rib (14). Compared with the prior art, a supporting beam of a plate and column type structure is eliminated, the quantity of components is reduced, an end wall structure is simplified, and the degree of manufacturing difficulty thereof is lowered; each sub-wall plate is formed by the inner side plate (11) being connected to the outer side plate (12), the reinforcing rib (14) is added between the two side plates, forming an enclosed box-shaped structure, having a higher strength and a better rigidity performance, and improving the safety reliability of the wagon usage; and each sub-wall plate can adjust the structure thereof according to requirements, reducing the dead load of the structure, and lightening the wagon.",20160407,QIQIHAR RAILWAY ROLLING STOCK [CN],ZHANG JUNLIN [CN],B61D  17/    06            A I
215,-0.010417522458923871,WO0114090A2,EXPLOSIVE PIPE CUTTING DEVICE,"An explosive pipe cutter assembly (10, 10') has a housing (20, 20') which defines at its closed end a hemispherical shaped nose end (22, 22') and contains a toroidal shaped charge (48) comprised of two half-charges (42). Toroidal shaped charge (48) has a seating surface (31) seated on a support shoulder (50, 50') adjacent the closed end of the housing (20, 20'), and a trailing end which is engaged by a retaining ring (38) received in the open end (24, 24') of the housing (20, 20'). Two juxtaposed half-liners (28) provide a liner having an apex (A) which is curved in longitudinal cross section to increase the mass of the metal formed into a penetrating jet by detonation of the shaped charge (48). The hemispherical shape of the nose end (22, 22') of the housing (20, 20') provides increased pressure resistance for a given wall thickness and material of construction, and is better able to navigate past obstacles while being lowered through a well than are conventional flat-nose housings.",20010301,ENSIGN BICKFORD CO [US],BOX WADE L,E21B  29/    02            A I
51,-0.010533614397186883,WO2016123531A1,MODIFIED CHARGE COLLECTORS AND CELL CASES FOR ENHANCED BATTERY-CELL ROBUSTNESS,"A battery can include a cathode; an anode; a case; and an electrolyte; wherein the cathode and anode are formed of active material positioned on charge collectors. In one aspect, a battery includes a cathode comprising at least one charge collector; an anode comprising at least one charge collector; a separator; a cell case; and an electrolyte. The cathode and anode are formed of active material positioned on charge collectors. Examples of the aspect can include some, all, or none of the following features. The charge collector contains at least one weakening feature selected from the group consisting of bumps, notches, grooves, cracks, voids, sharp openings, folds, ridges, valleys, and hollow cross-section profiles.",20160804,UNIV CALIFORNIA [US],QIAO YU [US],H01M   4/    02            A I
246,-0.010624211629885463,WO2017119618A1,STRUCTURE BODY FOR REDUCING WAVE IMPACT LOAD ON OFFSHORE STRUCTURE,"The present invention relates to a structure body for reducing wave impact load on an offshore structure, the structure body effectively absorbing a large impact load caused by green water so as to enable damage, caused by the green water, to the offshore structure to be prevented. According to the present invention, the structure for reducing the wave impact load on the offshore structure comprises: a shock absorbing part having a polyhedral or curved shape and having a plurality of latticed plates aligned in a lattice form at an edge portion of an upper surface of the offshore structure; and a side shock absorbing part having a polyhedral or curved shape, and having a plurality of latticed plates aligned in a lattice form at an upper part of a side wall surface of the offshore structure.",20170713,PUSAN NAT UNIV INDUSTRY-UNIV COOP FOUND [KR],JUNG KWANGHYO [KR],B63B  17/    00            A I;B63B   1/    40            A I;B63B  17/    04            A I;B63B  43/    02            A I;E02B   3/    06            A I;E02B  17/    00            A I
271,-0.010756462028384543,WO2017119454A1,"COOLING DEVICE FOR VEHICULAR INTERNAL COMBUSTION ENGINE, AND METHOD FOR CONTROLLING TEMPERATURE OF HYDRAULIC FLUID FOR AUTOMATIC TRANSMISSION","In a cooling device for a vehicular internal combustion engine and a method for controlling the temperature of a hydraulic fluid for an automatic transmission according to the invention of the present application, when the temperature of cooling water at an outlet of the internal combustion engine is lower than a threshold value T1, a thermostat causes the cooling water having passed through the internal combustion engine to bypass a radiator and flow into a warmer function-equipped oil cooler of the automatic transmission, and, when the temperature of cooling water at the outlet of the internal combustion engine becomes higher than the threshold value T1, the thermostat causes the cooling water having passed through the radiator to flow in to the warmer function-equipped oil cooler. Accordingly, ATF cooling performance is improved without impairing warm-up performance.",20170713,HITACHI AUTOMOTIVE SYSTEMS LTD [JP],MURAI ATSUSHI [JP],F01P   7/    16            A I;F01P   3/    20            A I;F01P   5/    12            A I;F02D  29/    00            A I;F16H  57/    04            A I
150,-0.010777252529924664,WO2016058325A1,LARGE-SIZE WIND POWER BLADE HAVING MULTI-BEAM STRUCTURE AND MANUFACTURING METHOD THEREFOR,"A large-size wind power blade having a multi-beam structure. The blade adopts a hollow layout structure and comprises a blade skin suction edge (11), a blade skin pressure edge (12), main load-carrying structure cross beams (1, 2, 4, 5) and anti-shearing webs (7, 8). The blade skin suction edge (11) and the blade skin pressure edge (12) are combined to form a cavity structure having a streamlined section. Both the blade skin suction edge (11) and the blade skin pressure edge (12) adopt a multi-segment combined structure, and the multiple segments are connected to the side surfaces of the main load-carrying cross beams (1, 2, 4, 5) to integrally form the blade skin suction edge (11) and the skin pressure edge (12). According to the large-size wind power blade having the multi-beam structure, high-modulus carbon fiber overlay is used, so the weight of the blade is reduced, the fatigue load of the blade is lowered, and the anti-buckling-instability capability of the blade structure is improved. Also disclosed is a manufacturing method for the large-size wind power blade having the multi-beam structure.",20160421,ZHUZHOU TIMES NEW MAT TECH CO [CN],FENG XUEBING [CN],F03D   1/    06            A I;F03D   3/    06            A I
180,-0.010809804605631726,WO2015009312A1,SHAPED-CHARGE LINER WITH FOLD AROUND OPENING,"A shaped-charge liner for a shaped-charge assembly is provided. The shaped-charge assembly includes a housing, a liner, and explosive material between the housing and the liner. The liner includes an apex portion that has an opening and that defines a fold around the opening. The explosive material supports the apex portion.",20150122,HALLIBURTON ENERGY SERV INC [US],WALKER JERRY LEROY [US],E21B  43/   116            A I;E21B  43/  1185            A I
110,-0.011065295126715209,WO2017105182A1,ROTARY FUEL DELIVERY SYSTEM WITH MONOLITHIC STRUCTURE FOR AIRCRAFT,"The invention relates to a rotary fuel delivery system with a monolithic structure, for aircraft turbines, which comprises: a pump body in which all of the components are assembled to establish and control the pressure and the displacement of the pump; an inlet port for supplying fuel at controlled pressure; fuel return ports; a fuel filter; a pump rotor; a port with an outlet pressure sensor; a pump cover with a sealing system for maintaining the pressure load, closing the assembly and maintaining inlet pressure; an intermediate pump cover for regulating pressure; and a rotation axle of the pump, with a hollow shaft for initialising the propulsion of the system.",20170622,MARTINEZ CERVANTES GABRIELA [MX],MARTINEZ CERVANTES GABRIELA [MX],F02C   9/    26            A I;F04D  29/    40            A I
235,-0.011603561860746028,WO2017120615A2,SYSTEM AND METHOD FOR HEALTH MONITORING INCLUDING A USER DEVICE AND BIOSENSOR,"User equipment is configured to collect biosensor data from an integrated biosensor or by receiving biosensor data from one or more external biosensors. The user equipment includes a Health Monitoring (HM) application. The HM application is configured to receive the biosensor data and display the biosensor data on the display of the user equipment. The user equipment may also communicate biosensor data over a local or wide area network to a third party, such as a pharmacy or health care provider.",20170713,SANMINA CORP [US],NEWBERRY ROBERT STEVEN [US],A61B   5/    00            A I;A61B   5/   145            A I
127,-0.011638717001576714,WO2017076606A1,METHOD FOR CHANGING A RANGE GROUP WITHOUT INTERRUPTING THE TRACTIVE FORCE,"The invention relates to a method for changing a range group (PG1) of a transmission (1) without interrupting the tractive force, which transmission is driven by a hybrid drive having an internal combustion engine (21) and an electric machine (2), wherein the transmission (1) comprises a main gearbox (HG) comprising two parallel-connected partial gearboxes, and an output shaft (3), and two planetary gearboxes (PG1, PG2) having the elements planet carrier (ST1, ST2), sun gear (SR1, SR2), and internal gear (HR1, HR1), wherein each partial gearbox has a gearbox input shaft (4, 5), wherein a first gearbox input shaft (4) is implemented as a hollow shaft and a second gearbox input shaft (5) is implemented as a solid shaft, wherein a first planetary transmission (PG1) adjoins the main gearbox (HG) as a range group, wherein the main gearbox (HG) has at least a first (R1), a second (R2), a third (R3), a fourth (R4), and a fifth gear plane (R5) and comprises at least a first (S1), a second (S2), a third (S3), and a fourth switching element (S4), wherein the electric machine (2) is connected via the layshaft (VW) and the fourth switching element (S4) to the planet carrier (ST1) of the range group (PG1) which is connected to the output shaft (3), such that the electric machine (2) supports a tractive force while the range group (PG1) is switched over for the purpose of a range change, in that the fourth switching element (S4) connects a fifth gear plane (R5) and the planet carrier (ST1) of the range group (PG1) in a second switching position (H), and therefore the range group (PG1) can be switched under load.",20170511,ZAHNRADFABRIK FRIEDRICHSHAFEN [DE],KALTENBACH JOHANNES [DE],B60K   6/    48            A I;B60K   6/   365            A I;B60K   6/   547            A I;F16H   3/    00            A I;F16H  37/    04            A I
109,-0.011645305403926462,WO2017110149A1,AUTOMOBILE WEATHERSTRIP,"Provided is an automobile weatherstrip that can be fitted to an opening edge of a vehicle body opening of an automobile, and that can realize lower cost, weight and closing load than were previously possible. A weatherstrip (6), which is fitted to a vehicle body opening (3), is an elongated body having a length that can encompass edge sections (4a, 4b, 4c) and corner sections (5a, 5c) of the vehicle body opening (3), and has a hollow seal part. A surface of a seal part (20B) that corresponds to a floor-side edge section (4c) and a surface of seal parts (20C) that correspond to floor-side corner sections (5c) are continuous with each other. A wall thickness of the seal part (20B) that corresponds to the floor-side edge section (4c) is set so as to be smaller than a wall thickness of the seal parts (20C) that correspond to the floor-side corner sections (5c). The seal part (20B) that corresponds to the floor-side edge section (4c) has a part having the smallest wall thickness out of the entire seal part.",20170629,TOKAI KOGYO CO LTD [JP],HIROE KEIJI [JP],B60J  10/    84            A I;B29C  47/    02            A I;B60R  13/    06            A I
69,-0.01173266289648328,WO2014082213A1,MOIST AIR CONTROLLER AND SYSTEM FOR STATIC CHARGE REDUCTION,"A moist air controller and a system for static charge reduction comprising such moist air controller are disclosed. The moist air controller comprises an enclosed hollow body having a first surface and a second surface, wherein, a plurality of holes are on the first surface facing an incoming tubing of a device for static charge reduction for receiving moist air from the incoming tubing of a device for static charge reduction, wherein an outgoing tubing of the device for static charge reduction is attached onto the second surface of the enclosed hollow body for discharging the moist air. A technical solution to more effectively prevent the 'leaking of moist air passage' can be achieved through the design of a multi-holes structure at the air passage to more broadly expand its air sucking area coverage without increasing the original suction power.",20140605,ESD TECHNOLOGY CONSULTING & LICENSING CO LTD [CN],KOW KEK HING [CN],H01L  21/    67            A I
258,-0.012156871923667344,WO2017119349A1,STABILIZER SUPPORTING MEMBER AND VEHICLE,"A stabilizer supporting member (500) capable of stably supporting a stabilizer by use of a vehicle frame having a square U-shaped cross section has a bracket part (first member (510), second member (520), and member fixing part (540)) which binds a web (112) and an underside flange (113) of a side member (110) from underneath, and which pinches the web (112) in the thickness direction thereof. The stabilizer supporting member (500) further has: a web fixing part (530) which fixes the bracket part so as to be secured to the web (112) at a portion where the bracket part pinches the web (112); and a stabilizer connecting part (550) which connects a stabilizer (400) to the bracket part.",20170713,ISUZU MOTORS LTD [JP],OKADA KENGO [JP],B62D  21/    02            A I;B60G  21/   055            A I
182,-0.012596924010445439,WO2014193397A1,JET PERFORATING DEVICE FOR CREATING A WIDE DIAMETER PERFORATION,"An explosive charge assembly comprises a housing, a liner disposed on a face of an explosive charge, an opening through the liner disposed at the apex, and a lip disposed around the perimeter of the opening. The liner forms an apex and a mouth opposite the apex, and the liner and the explosive charge are disposed in the housing. The explosive charge is disposed between the liner and the housing, and the lip extends from the liner in a direction towards the mouth.",20141204,HALLIBURTON ENERGY SERV INC [US],WALKER JERRY L [US],E21B  43/    11            A I;E21B  43/  1185            A I
208,-0.012866304188412184,WO9935461A2,IMPROVED MISSILE WARHEAD DESIGN,"The need in the art is addressed by the hard-target penetrating warhead of the present invention. In the illustrative embodiment, the inventive system is adapted for use with length constrained missile payload bays and includes a warhead case for containing explosives. A tungsten ballast is inserted within the case to provide a high warhead sectional pressure upon impact of the missile against a target. A fuse detonates the warhead explosives following penetration of the target. A fuse well houses the fuse and is attached to the case at one end. A slip fit section of the fuse well provides structural support to the case and prevents dislodging of the fuse well and the fuse from the case upon missile target impact. Explosives blowout ports included in the fuse well inhibit undesirable detonation of the warhead explosives by accidental exposure to high heat. In a specific embodiment, the case includes a 6 caliber radius head nose. The fuse well includes main explosives blowout ports for allowing accidental exposure to high heat to burn the missile explosives and safely vent gases resulting from the burning. The main explosives blowout ports are placed around a circumference of the fuse well and include nine ports having a surface area designed to prevent undesirable detonation. The blowout ports also include booster blowout ports for allowing safe venting of booster charge explosives that are included in the fuse. Additionally, a special polyethelene/polyalphaolefin liner lines the inside of the case for improving safe venting performance under fast cook-off hazardous conditions. The warhead explosives include PBXN - 109. The case includes a textured or lightly grooved surface for facilitating bonding of the ballast to the case.",19990715,RAYTHEON CO [US],BOOTES THOMAS H,F42B  12/    04            A I;F42B  12/    06            A I;F42B  12/    20            A I;F42B  12/    74            A I;F42B  39/    20            A I
223,-0.013029372451045093,WO2006054081A1,IMPROVEMENTS IN AND RELATING TO OIL WELL PERFORATORS,"An oil and gas well shaped charge perforator is provided comprising a housing (2), a high explosive (3), and a liner (5) with a further insert liner (6) where the high explosive is positioned between the liner and the housing. In use the high explosive will collapse the liner and insert causing two cutting jets to form. The insert may substantially cover the surface area of the liner or it may over only partially cover the liner, such as the apical portion of the liner or the base portion of liner. Alternatively the insert may be varied in thickness across the surface area of the liner. Typically the thickness of the liner may be between 1 and 10 % of the liner diameter and the thickness of the insert may be between 1 and 200% of the thickness of the liner. The insert may be produced during the manufacture of the liner, but preferably the liner will be a retro fitted item.",20060526,QINETIQ LTD [GB],RHODES MARK RUSSELL [GB],F42B   1/   028            A I;F42B   1/   032            A I;F42B   1/   036            A I;E21B  43/   117            A N
141,-0.014106358628264922,WO2016196831A1,HARDPOINT STRAIN RELIEFS,"A hardpoint relief pad (300) is described and includes a base surface (310), a hardpoint overlay (320), and a first stress relief area (330A). The base surface is configured to conform to and be fixedly attached to an interior surface (331) of an aerial vehicle wing. The hardpoint overlay (320) protrudes above adjacent areas of the hardpoint relief pad and is adapted to conform to a hardpoint (323). The hardpoint protrudes from the interior surface of the wing and is configured to carry a load fixed to the hardpoint. The hardpoint overlay includes an oculus (322) that is configured to allow the load to be fixed to the hardpoint through the hardpoint overlay. The first stress relief area (330A) protrudes above adjacent areas of the hardpoint relief pad and also forms a hollow cavity (332) between the first stress relief area and the interior surface of the wing.",20161208,GOOGLE INC [US],CADMAN GREGOR BOONE [US],B64C  39/    02            A I;B64C  31/    06            A I
245,-0.014377723908367309,WO2017119717A1,ELECTRIC-FIELD EMITTING X-RAY SOURCE APPARATUS,"An electric-field emitting X-ray source apparatus is disclosed, wherein a joint part thereof between a metal electrode and an insulation spacer uses a lap joint having excellent adhesivity that is relatively better than that of a butt joint, and the apparatus is formed so as to be able to accurately align component parts without a separate jig when aligning the component parts before vacuum-brazing. The electric-field emitting X-ray source apparatus according to the present invention comprises: an insulation spacer that is an electrically-insulated tube shaped structure and that has an external joint surface, wherein a predetermined width of an external surface adjacent to the end thereof is metallised in a length direction; and a metal electrode that is a metal structure arranged adjacent to an end of the insulation spacer and that has a joint band part braze joined to and overlapping with one or more parts of the external joint surface.",20170713,VATECH CO LTD [KR],YEOM KYEONG-TAE [KR],H01J  35/    04            A I;H01J  35/    16            A I;H01J  35/    20            A I
170,-0.014412559725395523,WO2010024684A1,APPARATUS AND METHOD FOR IMMEDIATE EMERGENCY DISCONNECTION OF A LOAD,"For immediate disconnection of a load connected to a vessel by a wire, cable, chain or the like (1) which is run on an upper side of an adapted part of an open vessel deck (2), a disconnecting apparatus (100), a wire cutter apparatus with a plurality of disconnecting apparatuses, and a vessel with a disconnecting apparatus or a wire cutter apparatus installed in or under the adapted part of the vessel deck. The disconnecting apparatus comprises an elongate and, in its longitudinal direction, essentially rectilinear outer housing (10) which houses an elongate and, in its longitudinal direction, essentially rectilinear explosive member (40) which comprises at least one explosive unit formed as a directed charge with an ejection side, and coupling area on the ejection side for coupling the elongate outer housing to the vessel deck in or under the adapted part of the vessel deck.",20100304,ROLLS ROYCE MARINE AS [NO],OEVERLAND GEIR [NO],B26F   3/    04            A I;B63B  43/    02            A I;F42B   3/   093            A I
166,-0.014523990788724952,WO2014051585A1,METHODS OF INCREASING THE VOLUME OF A PERFORATION TUNNEL USING A SHAPED CHARGE,"A method of increasing the volume of a perforation tunnel in a subterranean formation comprises: positioning a shaped charge in a well, wherein the shaped charge comprises a main explosive load, wherein the main explosive load comprises a substance, wherein the substance is capable of increasing the volume of the perforation tunnel whereas a substantially identical shaped charge without the substance is not capable of increasing the volume of the perforation tunnel.",20140403,HALLIBURTON ENERGY SERV INC [US],GRATTAN TONY F [US],E21B  43/   117            A I;E21B  43/  1185            A I
